#frequency,iteration,mesh size,matrix size,converged,final error,elapsed time (s),modal impedance calculation,mode count,alpha[1] db/m,beta[1]/ko,alpha[2] db/m,beta[2]/ko,real(Z[1;1]),imag(Z[1;1]),real(Z[1;2]),imag(Z[1;2]),real(Z[2;1]),imag(Z[2;1]),real(Z[2;2]),imag(Z[2;2]),
52000000000,16,2592,104499,1,0.00090299074056458,231.893974672,0,2,1.7960456778544e-11,2.98158452727234,4.5376005510206e-11,2.90853308708357,55.2956031388243,6.74673489737518e-13,0.00897960646016571,-2.87298558667668e-12,0.0089796064601515,-2.87298558667669e-12,48.4864960961627,4.58312233289045e-12,
