#frequency,iteration,mesh size,matrix size,converged,final error,elapsed time (s),modal impedance calculation,mode count,alpha[1] db/m,beta[1]/ko,alpha[2] db/m,beta[2]/ko,alpha[3] db/m,beta[3]/ko,alpha[4] db/m,beta[4]/ko,alpha[5] db/m,beta[5]/ko,real(Z[1;1]),imag(Z[1;1]),
9000000000,3,282,7501,1,6.02924183889545e-10,4.788666037,1,5,1.29231282933677e-12,0.68540796256263,1735.96442900223,-3.34838577562959e-17,2127.79209281337,1.01544461579319e-15,2439.74821885083,5.96329929033561e-16,2439.74821969353,3.10102267873216e-14,488.572384954696,5.887526665403e-13,
10000000000,7,282,7501,0,-1,7.506998712,1,5,-3.03089506322738e-12,0.755406579840838,1543.87265267105,-3.40828742247503e-16,1974.20096726333,1.24811987507989e-15,2307.02007799894,6.13925000928947e-15,2307.02007889002,1.71436276757531e-14,443.299557976731,-9.46813910796198e-13,
